회사명,종목코드,상장일,결산년도,결산월,업종,자산,부채,자본,매출액(수익),증감률,영업이익,증감률,당기순이익,증감률
루트로닉,085370,2006-07-04,2021,12월,의료용 기기 제조업,"171,561,147","47,367,750","124,193,398","136,862,798",49,"25,391,626",849,"24,988,714",149
사이버패스,063280,2006-07-04,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
인포뱅크,039290,2006-07-04,2021,12월,기타 정보 서비스업,"80,945,286","22,226,970","58,718,316","101,027,475",27,"3,600,224",785,"7,008,623",484
노루페인트,090350,2006-07-03,2021,12월,기타 화학제품 제조업,"600,505,458","288,506,141","311,999,317","646,952,921",16,"15,632,511",-28,"9,986,837",-11
온미디어,045710,2006-07-03,-,-,회사 본부 및 경영 컨설팅 서비스업,0,0,0,0,0,0,0,0,0
씨티엘테크,088960,2006-06-30,-,-,컴퓨터 및 주변장치 제조업,0,0,0,0,0,0,0,0,0
아모레퍼시픽,090430,2006-06-29,2021,12월,기타 화학제품 제조업,"5,291,052,656","565,126,842","4,725,925,814","3,475,232,780",15,"340,130,607",114,"280,076,339",168
아이오케이,078860,2006-06-27,2021,12월,"영화, 비디오물, 방송프로그램 제작 및 배급업","165,014,720","13,374,906","151,639,814","20,540,612",-2,"-7,425,160",-217,"-35,382,081",-578
아이알디,084810,2006-06-27,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
동우팜투테이블,088910,2006-06-23,2021,12월,"도축, 육류 가공 및 저장 처리업","261,688,531","86,239,004","175,449,526","295,578,703",7,"722,875",119,"-12,187,959",-334
디앤샵,090090,2006-06-12,-,-,무점포 소매업,0,0,0,0,0,0,0,0,0
롯데관광개발,032350,2006-06-08,2021,12월,여행사 및 기타 여행보조 서비스업,"1,323,666,491","1,227,174,175","96,492,316","94,676,238",573,"-115,450,486",-76,"-181,391,144",-143
제이브이엠,054950,2006-06-07,2021,12월,일반 목적용 기계 제조업,"188,411,293","39,124,267","149,287,026","103,615,851",3,"14,178,456",11,"10,514,676",33
제이앤유글로벌,086200,2006-06-07,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
평화산업,090080,2006-06-02,2021,12월,자동차 신품 부품 제조업,"217,075,584","190,212,208","26,863,376","422,457,124",24,"6,759,024",233,"-231,663",96
우진플라임,049800,2006-05-24,2021,12월,특수 목적용 기계 제조업,"277,646,160","195,849,142","81,797,019","232,463,182",16,"17,035,922",87,"22,351,862",190
단성일렉트론,085990,2006-05-23,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
팅크웨어,084730,2006-05-19,2021,12월,통신 및 방송 장비 제조업,"279,417,152","116,795,754","162,621,398","205,131,315",14,"8,449,347",-18,"4,962,266",-28
신세계I&C,035510,2006-05-18,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","354,134,942","77,831,503","276,303,439","526,089,048",9,"35,527,094",18,"39,007,331",-43
진바이오텍,086060,2006-04-28,2021,12월,산업용 농·축산물 및 동·식물 도매업,"40,699,227","6,608,757","34,090,470","29,964,736",21,"32,215",-92,"-137,241",87
맥스브로,088810,2006-04-17,-,-,플라스틱제품 제조업,0,0,0,0,0,0,0,0,0
TKG애강,022220,2006-04-11,2021,12월,플라스틱제품 제조업,"104,505,355","14,361,963","90,143,392","66,615,076",12,"6,692,723",21,"4,575,592",82
진도,088790,2006-03-28,2021,12월,기타 전문 도매업,"136,198,148","35,135,947","101,062,201","58,922,973",8,"3,854,820",336,"3,647,544",308
에이스테크,088800,2006-03-27,2021,12월,통신 및 방송 장비 제조업,"313,384,143","232,454,889","80,929,254","138,364,465",3,"-17,520,966",10,"-30,337,603",67
미래에셋증권,037620,2006-02-15,-,-,금융 지원 서비스업,0,0,0,0,0,0,0,0,0
롯데쇼핑,023530,2006-02-09,2021,12월,종합 소매업,"24,226,350,269","14,470,567,698","9,755,782,571","8,408,202,994",-3,"86,093,963",-35,"191,835,328",118
셀트리온제약,068760,2006-02-03,2021,12월,의약품 제조업,"637,884,365","305,915,567","331,968,799","398,738,209",70,"47,797,892",102,"34,578,715",65
에너토크,019990,2006-02-01,2021,12월,일반 목적용 기계 제조업,"51,457,592","6,621,226","44,836,366","22,509,434",-1,"1,879,436",120,"1,467,570",321
제우스,079370,2006-02-01,2021,12월,특수 목적용 기계 제조업,"316,723,116","141,217,557","175,505,559","200,663,527",-5,"2,165,651",-72,"4,667,954",-37
GST,083450,2006-02-01,2021,12월,특수 목적용 기계 제조업,"176,056,638","47,769,394","128,287,244","289,753,441",88,"39,016,137",128,"32,056,676",182
모빌탑,085680,2006-01-25,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
한일네트웍스,046110,2006-01-20,2021,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","132,501,810","52,345,443","80,156,368","128,346,887",9,"12,931,508",31,"9,195,287",23
유진테크,084370,2006-01-17,2021,12월,특수 목적용 기계 제조업,"413,678,034","65,594,886","348,083,148","289,798,903",80,"89,843,905",158,"61,686,604","2,257"
뉴프렉스,085670,2006-01-17,2021,12월,전자부품 제조업,"134,278,605","87,626,930","46,651,674","180,120,861",14,"-4,392,723",62,"-2,771,420",77
크리스탈지노믹스,083790,2006-01-06,2021,12월,자연과학 및 공학 연구개발업,"273,540,124","64,786,737","208,753,387","6,263,553",-43,"-10,648,898",-187,"-2,324,872",70
헬릭스미스,084990,2005-12-29,2021,12월,자연과학 및 공학 연구개발업,"281,377,067","54,870,954","226,506,114","2,811,998",-34,"-46,498,422",16,"-54,043,711",34
바이오니아,064550,2005-12-29,2021,12월,의료용품 및 기타 의약 관련제품 제조업,"222,880,582","41,378,417","181,502,166","127,260,149",-19,"29,269,628",-69,"14,434,321",-71
인콘,083640,2005-12-27,2021,12월,통신 및 방송 장비 제조업,"119,438,393","22,429,952","97,008,441","56,485,579",11,"-3,268,957",-250,"-4,398,466","-1,503"
모젬,079560,2005-12-27,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
차바이오텍,085660,2005-12-27,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"398,179,822","87,533,030","310,646,792","35,287,593",31,"-1,757,444",-742,"-8,818,115",-24
현대글로비스,086280,2005-12-26,2021,12월,기타 운송관련 서비스업,"10,057,010,595","5,245,203,618","4,811,806,977","17,572,701,950",36,"894,567,706",81,"630,270,008",20
와이엔텍,067900,2005-12-23,2021,12월,폐기물 처리업,"276,678,779","89,660,832","187,017,948","106,326,791",6,"33,031,371",10,"24,408,211",19
대봉엘에스,078140,2005-12-23,2021,12월,의약품 제조업,"94,555,632","19,057,282","75,498,351","65,136,624",6,"3,203,579",262,"3,064,661",-76
케이엠,083550,2005-12-20,2021,12월,기타 섬유제품 제조업,"149,642,457","45,789,235","103,853,222","104,421,831",-27,"4,117,600",-88,"8,340,285",-71
티비에이치글로벌,084870,2005-12-19,2021,12월,봉제의복 제조업,"117,022,490","62,327,748","54,694,742","188,075,550",8,"5,337,806",177,"-19,619,878",36
EV수성,084180,2005-12-16,2021,12월,일반 목적용 기계 제조업,"79,131,809","44,914,229","34,217,581","26,830,088",29,"380,949",-47,"-10,709,263",-389
하나금융지주,086790,2005-12-12,2021,12월,기타 금융업,"23,768,470,000","5,924,345,000","17,844,125,000",0,0,"1,152,931,000",234,"1,131,398,000",251
한국코퍼레이션,050540,2005-12-12,2021,12월,기타 사업지원 서비스업,"35,552,971","24,032,127","11,520,844","75,951,208",-31,"1,078,807",69,"136,134",108
제일연마,001560,2005-12-09,2021,12월,기타 비금속 광물제품 제조업,"92,112,560","11,891,760","80,220,800","68,746,299",8,"4,478,790",131,"4,361,669",82
모다이노칩,080420,2005-12-06,2021,12월,"섬유, 의복, 신발 및 가죽제품 소매업","828,547,776","468,210,569","360,337,207","142,973,371",4,"23,621,398",35,"11,688,726",34
비에이치아이,083650,2005-12-02,2021,12월,일반 목적용 기계 제조업,"392,741,005","323,866,957","68,874,048","233,458,106",0,"-28,123,104",-335,"-33,247,582",-935
케스피온,079190,2005-11-29,2021,12월,통신 및 방송 장비 제조업,"68,968,109","25,101,642","43,866,467","18,505,234",40,"1,352,283",124,"5,020,149",307
아이디에스,078780,2005-11-29,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
GV,045890,2005-11-28,-,-,전구 및 조명장치 제조업,0,0,0,0,0,0,0,0,0
현대리바트,079430,2005-11-22,2021,12월,가구 제조업,"853,832,893","368,063,546","485,769,347","1,386,038,274",1,"19,473,558",-44,"12,414,004",-50
자연과환경,043910,2005-11-18,2021,12월,환경 정화 및 복원업,"85,608,413","39,940,842","45,667,571","54,833,663",89,"-5,212,053",-9,"-10,092,977",-107
비보존 헬스케어,082800,2005-11-18,2021,12월,반도체 제조업,"141,484,581","59,356,808","82,127,773","8,555,584",-69,"-11,278,752",-87,"-70,854,432",-69
와토스코리아,079000,2005-11-15,2021,12월,플라스틱제품 제조업,"78,529,179","4,535,304","73,993,874","20,027,004",9,"404,890",158,"1,421,423",-2
아이피에스,051820,2005-11-11,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
대한제강,084010,2005-10-31,2021,12월,1차 철강 제조업,"824,574,681","292,355,966","532,218,714","1,146,676,655",48,"120,022,718",90,"95,946,703",828
폴라리스오피스,041020,2005-10-28,2021,12월,소프트웨어 개발 및 공급업,"53,037,547","12,555,206","40,482,342","18,187,660",-3,"2,070,738",141,"-2,270,191",-783
디아크,078590,2005-10-27,2021,12월,자동차 신품 부품 제조업,"31,015,189","14,323,283","16,691,906","42,609,779",13,"1,377,704",112,"-86,700,570",51
에피밸리,068630,2005-10-27,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
서린바이오,038070,2005-10-25,2021,12월,기타 전문 도매업,"133,133,578","59,355,496","73,778,082","76,174,385",25,"7,598,361",60,"15,458,527",229
새론오토모티브,075180,2005-10-21,2021,12월,자동차 신품 부품 제조업,"230,495,609","20,860,872","209,634,738","100,333,636",-6,"1,024,514",767,"9,524,212",-32
그린케미칼,083420,2005-10-20,2021,12월,기타 화학제품 제조업,"211,689,251","88,296,552","123,392,699","286,224,270",18,"20,850,252",41,"15,928,806",54
가비아,079940,2005-10-19,2021,12월,소프트웨어 개발 및 공급업,"107,496,533","43,752,523","63,744,010","71,873,259",12,"7,607,659",6,"4,413,118",-7
SSCP,071660,2005-10-18,-,-,기타 화학제품 제조업,0,0,0,0,0,0,0,0,0
덕산하이메탈,077360,2005-10-14,2021,12월,반도체 제조업,"239,857,712","26,403,287","213,454,425","68,011,500",23,"7,748,058",15,"11,906,159",73
하나마이크론,067310,2005-10-11,2021,12월,반도체 제조업,"686,012,178","370,616,914","315,395,265","368,189,486",18,"28,872,004","1,889","18,136,262",209
아바코,083930,2005-10-11,2021,12월,특수 목적용 기계 제조업,"260,377,382","105,473,804","154,903,578","168,313,904",-15,"10,081,344",-57,"12,457,623",-14
엘오티베큠,083310,2005-10-05,2021,12월,특수 목적용 기계 제조업,"250,926,229","61,454,385","189,471,844","246,168,813",49,"21,363,217",579,"20,209,737",522
바이나믹,067850,2005-10-05,-,-,"영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,0
코스나인,082660,2005-10-05,2021,12월,기타 화학제품 제조업,"51,672,189","27,376,293","24,295,896","11,412,556",-44,"-5,111,893",-205,"-15,662,377",-37
이상네트웍스,080010,2005-09-30,2021,12월,상품 중개업,"108,800,201","21,975,131","86,825,070","29,155,603",22,"4,843,176",113,"2,872,827",-55
대상홀딩스,084690,2005-08-17,2021,12월,기타 금융업,"489,025,555","116,566,036","372,459,519","27,852,062",7,"11,859,995",-4,"3,638,898",51
아리온,058220,2005-08-05,2019,12월,통신 및 방송 장비 제조업,"85,947,297","67,387,649","18,559,649","23,341,145",-30,"1,415,652",121,"-6,293,540",46
이룸지엔지,050640,2005-08-05,-,-,자동차 신품 부품 제조업,0,0,0,0,0,0,0,0,0
코아스,071950,2005-08-04,2021,12월,가구 제조업,"78,166,477","59,476,936","18,689,541","109,319,588",12,"-4,877,442",-161,"-5,402,633",-291
우리바이오,082850,2005-07-29,2021,12월,전구 및 조명장치 제조업,"117,973,812","24,707,855","93,265,957","36,040,275",16,"-451,133",87,"2,240,804",135
씨디네트웍스,073710,2005-07-29,-,-,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업",0,0,0,0,0,0,0,0,0
메디포스트,078160,2005-07-29,2021,12월,기초 의약물질 및 생물학적 제제 제조업,"249,036,896","91,662,346","157,374,549","54,914,968",12,"-3,653,533",-66,"1,005,667",175
디아이디,074130,2005-07-27,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
모두투어,080160,2005-07-26,2021,12월,여행사 및 기타 여행보조 서비스업,"114,530,560","54,121,211","60,409,349","4,084,725",-90,"-20,424,236",-81,"-4,891,656",92
피엘에이,082390,2005-07-26,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
테이크시스템,076090,2005-07-26,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
이월드,084680,2005-07-26,2021,12월,귀금속 및 장신용품 제조업,"433,174,726","194,324,048","238,850,678","125,777,555",-4,"1,934,269",113,"-13,811,440",10
동양고속,084670,2005-07-25,2021,12월,육상 여객 운송업,"168,368,992","84,230,329","84,138,662","81,012,199",-2,"-21,830,817",0,"-23,923,153",-45
한미반도체,042700,2005-07-22,2021,12월,특수 목적용 기계 제조업,"417,730,227","84,374,071","333,356,156","371,740,896",45,"119,521,543",81,"96,870,198",104
하이럭스,079340,2005-07-19,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
산양전기,079870,2005-07-15,-,-,전자부품 제조업,0,0,0,0,0,0,0,0,0
가온미디어,078890,2005-07-12,2021,12월,통신 및 방송 장비 제조업,"279,752,389","121,400,077","158,352,312","317,412,483",-15,"6,413,651",-2,"-2,015,333",-156
쏠리드,050890,2005-07-08,2021,12월,통신 및 방송 장비 제조업,"345,482,575","143,763,253","201,719,322","164,726,332",28,"8,010,532",149,"24,490,385",433
엠제이비,074150,2005-07-08,-,-,건물설비 설치 공사업,0,0,0,0,0,0,0,0,0
동일산업,004890,2005-06-30,2021,12월,1차 철강 제조업,"446,084,341","52,230,922","393,853,418","405,515,547",43,"39,677,251","3,017","39,416,565",486
젬백스,082270,2005-06-24,2021,12월,특수 목적용 기계 제조업,"182,402,633","18,345,267","164,057,366","60,370,608",-8,"-2,219,237",-152,"8,529,510",771
옵트론텍,082210,2005-06-24,2021,12월,사진장비 및 광학기기 제조업,"273,227,525","174,081,180","99,146,345","110,750,063",-21,"-32,482,035",-450,"-28,629,205",-58
플랜티넷,075130,2005-06-10,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","63,123,093","4,169,087","58,954,006","10,475,642",16,"-957,896",-106,"526,338",-52
디보스,080140,2005-05-27,-,-,영상 및 음향기기 제조업,0,0,0,0,0,0,0,0,0
선우중공업,068770,2005-05-20,-,-,특수 목적용 기계 제조업,0,0,0,0,0,0,0,0,0
에스제이케이,080440,2005-05-13,-,-,기타 전문 도매업,0,0,0,0,0,0,0,0,0
삼호개발,010960,2005-05-12,2021,12월,기반조성 및 시설물 축조관련 전문공사업,"290,825,186","71,563,205","219,261,981","310,652,326",-12,"11,719,264",3,"12,142,527",-16
도움,078610,2005-05-09,-,-,통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,0
금호타이어,073240,2005-02-17,2021,12월,고무제품 제조업,"2,553,456,371","1,888,415,074","665,041,297","2,058,953,576",20,"-63,369,575","-1,097","-70,043,435",82
이노와이어리스,073490,2005-02-04,2021,12월,통신 및 방송 장비 제조업,"112,441,745","14,788,630","97,653,115","61,175,832",-3,"10,726,729",9,"9,690,552",44
인베니아,079950,2005-02-04,2021,12월,특수 목적용 기계 제조업,"141,719,037","88,200,926","53,518,111","134,225,180",-5,"9,441,454",95,"12,604,272",329
한창산업,079170,2005-02-01,2021,12월,1차 비철금속 제조업,"67,415,282","11,111,074","56,304,207","73,739,923",31,"3,245,497",246,"3,972,387",237
동양이엔피,079960,2005-02-01,2021,12월,"전동기,발전기 및 전기변환·공급·제어장치 제조업","323,844,775","80,653,578","243,191,198","484,992,938",13,"5,138,320",-84,"14,779,109",-9
제주반도체,080220,2005-02-01,2021,12월,반도체 제조업,"159,640,602","39,570,601","120,070,001","176,599,278",59,"18,627,918",584,"13,450,934",191
디이엔티,079810,2005-01-26,2021,12월,특수 목적용 기계 제조업,"59,875,905","33,635,324","26,240,581","42,035,184",84,"1,182,144",118,"997,764",110
에스엔유,080000,2005-01-25,2021,12월,특수 목적용 기계 제조업,"169,344,566","40,542,546","128,802,020","113,696,382",11,"6,119,200",-29,"8,461,761",71
iMBC,052220,2005-01-21,2021,12월,"자료처리,호스팅,포털 및 기타인터넷정보매개서비스업","67,713,705","12,640,913","55,072,791","35,949,724",2,"1,913,015",173,"966,584",0
서산,079650,2005-01-21,2021,12월,"시멘트, 석회, 플라스터 및 그 제품 제조업","42,422,865","4,226,241","38,196,624","25,027,530",14,"2,933,982",349,"3,004,052",315
IC코퍼레이션,080570,2005-01-19,-,-,토목 건설업,0,0,0,0,0,0,0,0,0
인스프리트,073130,2005-01-19,-,-,소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0
KX하이텍,052900,2005-01-18,2021,12월,플라스틱제품 제조업,"158,903,322","58,657,864","100,245,459","94,029,163",25,"6,034,709",-16,"3,830,431",154
손오공,066910,2005-01-07,2021,12월,기타 전문 도매업,"44,684,612","23,262,052","21,422,560","72,011,103",-11,"1,021,633",172,"3,216,031",267
미래컴퍼니,049950,2005-01-04,2021,12월,특수 목적용 기계 제조업,"157,236,718","55,758,507","101,478,211","110,910,566",104,"4,347,645",123,"7,335,759",148
아이크래프트,052460,2005-01-03,2021,12월,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","62,571,005","29,381,421","33,189,584","86,362,758",5,"1,182,976",329,"1,532,734",247
